factor,M,att_lb,att_ub,ci_lb,ci_ub,is_significant,min_M_to_overturn
Factor8,0.0,0.29708954738621074,0.29708954738621074,-0.09129783639145578,0.6854769311638773,False,0.0
Factor8,0.05,0.2908023429177023,0.3033767518547192,-0.09758504085996422,0.6917641356323857,False,0.0
Factor8,0.1,0.2845151384491938,0.3096639563232277,-0.10387224532847272,0.6980513401008942,False,0.0
Factor8,0.2,0.2719407295121769,0.3222383652602446,-0.11644665426548961,0.7106257490379111,False,0.0
Factor8,0.5,0.23421750270112612,0.35996159207129536,-0.1541698810765404,0.7483489758489619,False,0.0
Factor8,1.0,0.1713454580160415,0.42283363675637997,-0.217041925761625,0.8112210205340464,False,0.0
