,Factor1
TCGA-PA-A5YG-01,-3.4561709218932606
TCGA-OR-A5LD-01,-1.6483036320054743
TCGA-Y8-A897-01,-2.093508272623839
TCGA-BR-8382-01,9.953997020299928
TCGA-QQ-A8VG-01,6.978572316655514
TCGA-V5-AASW-01,-0.41220282840614914
TCGA-E2-A15E-01,-2.329214424776636
TCGA-ZS-A9CD-01,-1.8299398207889974
TCGA-DH-A7UR-01,-1.6309504937211805
TCGA-S7-A7WP-01,-3.4561709218932606
TCGA-WB-A81W-01,-3.4561709218932606
TCGA-S9-A6WL-01,-1.8586191010157458
TCGA-CV-7236-01,-0.33421867778223147
TCGA-CW-5583-01,-3.161024879362891
TCGA-XF-AAMJ-01,-1.3821175118095812
TCGA-3Q-A9WF-01,-3.4561709218932606
TCGA-SX-A7SR-01,-2.518329718107988
TCGA-EJ-7331-01,-2.9860543503085832
TCGA-E2-A15D-01,-1.9089816113384435
TCGA-E9-A1RB-01,-2.6449393945634605
TCGA-BP-5185-01,-0.38244492566821203
TCGA-HT-7880-01,-2.5627214730144248
TCGA-EJ-A65D-01,-2.4329026547546873
TCGA-EY-A2ON-01,-1.2931799605087797
TCGA-AO-A1KR-01,-1.8256460935567558
TCGA-IG-A3QL-01,-1.5863273606460997
TCGA-CF-A1HR-01,3.2357348868014895
TCGA-B9-4114-01,-2.592444192522945
TCGA-EM-A4G1-01,-3.4561709218932606
TCGA-V4-A9EV-01,-2.998451520544899
TCGA-QR-A702-01,-3.2587469006382483
TCGA-55-1594-01,-0.36112094395979494
TCGA-CF-A9FL-01,-1.5781401776947739
TCGA-ET-A39N-01,-3.4561709218932606
TCGA-85-8071-01,6.167754642859488
TCGA-NH-A8F7-01,1.4124514747773844
TCGA-26-5135-01,-2.7513086129138746
TCGA-BH-A18H-01,-1.7142488425449376
TCGA-BP-5198-01,-0.24333001561857806
TCGA-C8-A12M-01,-2.1404733904730144
TCGA-BP-4962-01,-1.3471238474832528
TCGA-V1-A8ML-01,-3.187641629319567
TCGA-VS-A8QF-01,1.282936418243038
TCGA-21-1076-01,5.1081059502411215
TCGA-4P-AA8J-01,-0.0741611558569808
TCGA-DJ-A3V2-01,-3.2189127418581007
TCGA-EF-5830-01,0.6003521427226881
TCGA-BA-4076-01,8.046164483333419
TCGA-4K-AA1H-01,-3.392304774113902
TCGA-C8-A26V-01,-1.1415583393676079
TCGA-G3-A3CK-01,-0.840360474553095
TCGA-E1-5318-01,-2.645224084439466
TCGA-56-1622-01,4.43952855236793
TCGA-H4-A2HO-01,-1.8438929326046798
TCGA-DE-A69J-01,-3.3869082808926256
TCGA-IG-A3YB-01,-0.8689520122519487
TCGA-33-4566-01,20.274364842246577
TCGA-DE-A4MD-01,-2.0502394156978623
TCGA-W2-A7HC-01,-3.277417316543767
TCGA-MH-A562-01,-3.0024504169319806
TCGA-EL-A3GX-01,-3.3869082808926256
TCGA-AA-3712-01,0.4204583789683195
TCGA-WB-A81S-01,-3.2895453246644126
TCGA-LK-A4O6-01,-3.281086977186576
TCGA-FY-A76V-01,-3.145411965384129
TCGA-B6-A1KN-01,-2.355028178647189
TCGA-IQ-A61H-01,0.9627199515969598
TCGA-CE-A484-01,-3.4561709218932606
TCGA-E2-A15S-01,-1.4040198699838689
TCGA-VQ-A94O-01,-1.54605724858555
TCGA-E9-A1RI-01,-3.2604931736940586
TCGA-RD-A8MW-01,0.07767807733404956
TCGA-GM-A2DI-01,-2.097453240536862
TCGA-DU-6393-01,-2.448323219203714
TCGA-VS-AA62-01,-2.530310497092735
TCGA-64-5774-01,1.5619663048183405
TCGA-BA-A6DJ-01,1.531101200545683
TCGA-A3-3346-01,-2.180514859156982
TCGA-KM-8443-01,-2.5389411728040776
TCGA-41-3915-01,-3.032487040362742
TCGA-GL-A9DC-01,-0.6260878261308537
TCGA-QR-A706-01,-3.4561709218932606
TCGA-D8-A27T-01,-3.0743089689410446
TCGA-34-5232-01,2.91153625431486
TCGA-KS-A41I-01,-3.2311725039439905
TCGA-KK-A7B4-01,-2.8442147623203686
TCGA-50-5941-01,9.0735773243755
TCGA-C8-A278-01,-2.494947231497261
TCGA-C5-A7UE-01,-0.3975849493219555
TCGA-EM-A2CQ-01,-3.214220452265212
TCGA-BC-A217-01,0.754870745691696
TCGA-CH-5746-01,-3.4561709218932606
TCGA-NF-A5CP-01,-0.7937627081207728
TCGA-BH-A18L-01,-3.05501424713497
TCGA-60-2723-01,4.525837678315078
TCGA-QT-A5XN-01,-3.084885392894182
TCGA-44-2662-01,3.104085301078794
TCGA-GM-A2DK-01,-2.7727237992345
TCGA-E9-A22A-01,-2.6968720354537443
TCGA-HC-7750-01,-3.2929488026797227
TCGA-DD-A3A9-01,5.795060581624084
TCGA-AC-A3YJ-01,-2.6134020331037835
TCGA-EM-A3AK-01,-3.3869082808926256
TCGA-CM-4743-01,12.817040671390764
TCGA-21-5782-01,5.918237897524373
TCGA-IW-A3M4-01,-2.629900422494469
TCGA-Z5-AAPL-01,-2.28226475976147
TCGA-DS-A5RQ-01,-0.8405914177770356
TCGA-CN-4736-01,1.244845890742034
TCGA-CZ-5460-01,-2.4141973498742995
TCGA-B0-4816-01,-1.770121640257653
TCGA-BI-A20A-01,-0.6153882365269493
TCGA-AR-A2LO-01,-2.5542291989912287
TCGA-VP-A87K-01,-2.7491420622054896
TCGA-D6-6517-01,-1.7665890331519176
TCGA-AC-A23C-01,-1.0601153251204933
TCGA-VQ-AA6B-01,-0.3129690887396892
TCGA-CN-A63W-01,7.747169786375006
TCGA-D8-A1XM-01,-2.384237601514519
TCGA-DD-A119-01,-2.6654969266387916
TCGA-G3-A25V-01,-1.6324647326365302
TCGA-60-2720-01,10.070736986731433
TCGA-BH-A1EU-01,-3.0371435947393355
TCGA-PE-A5DD-01,-2.1711299404926825
TCGA-VQ-A8PB-01,13.916225002548144
TCGA-SX-A71V-01,-0.5544273777235411
TCGA-WT-AB44-01,-3.0078387119816705
TCGA-DX-A8BX-01,-1.5999367744561743
TCGA-DU-5853-01,-2.453015948630147
TCGA-DJ-A1QH-01,-3.1959378168536157
TCGA-V1-A9OH-01,-2.804750233187472
TCGA-C8-A8HR-01,-2.8384529545097283
TCGA-BP-4994-01,-3.283045303280148
TCGA-EL-A3TA-01,-3.3869082808926256
TCGA-LA-A7SW-01,-1.1022350061563893
TCGA-BP-4970-01,-3.4561709218932606
TCGA-DD-AACI-01,3.0902621747995567
TCGA-L5-A43E-01,5.342387335174847
TCGA-97-A4M2-01,-2.75172956640434
TCGA-CR-7398-01,9.084657452433476
TCGA-CH-5771-01,-2.3512711810411955
TCGA-A2-A0YG-01,-0.588582922391576
TCGA-XU-AAXW-01,-3.2377674238705394
TCGA-55-7995-01,11.465918941687196
TCGA-BB-7870-01,7.548756192653625
TCGA-G4-6315-01,0.4184160683318535
TCGA-HC-7749-01,-1.2483718406133952
TCGA-CV-7435-01,0.3931472345569009
TCGA-DX-A2J1-01,-2.864860090519634
TCGA-NK-A7XE-01,-0.18098098112906594
TCGA-V1-A9OX-01,-2.6055275521398236
TCGA-FJ-A3Z7-01,3.4509774366096475
TCGA-LK-A4NW-01,-1.9748648088323886
TCGA-EW-A6SA-01,-2.6857732547124376
TCGA-AC-A8OQ-01,-0.5552895367891886
TCGA-HD-8634-01,-1.9191982085232855
TCGA-TM-A84J-01,-2.0337720669731567
TCGA-4A-A93Y-01,-2.3819985882570833
TCGA-AF-6136-01,1.2013857039990974
TCGA-UB-A7ME-01,-0.4484216009574616
TCGA-CM-4747-01,-0.4807372760350517
TCGA-56-5897-01,-0.5007960476898432
TCGA-CZ-4856-01,-2.0294244917307425
TCGA-A1-A0SO-01,2.176201851080799
TCGA-S7-A7WW-01,-3.2557302502868817
TCGA-R6-A8WG-01,1.7328209650776658
TCGA-BR-4191-01,1.8084410169019294
TCGA-43-A475-01,3.28559678776535
TCGA-FG-5962-01,-2.1222582938865444
TCGA-VD-AA8P-01,-3.226578757729176
TCGA-95-7043-01,17.09957352962712
TCGA-DY-A1DD-01,-0.6055083241719906
TCGA-NJ-A4YP-01,6.611207060956971
TCGA-77-A5G1-01,2.6778497165074557
TCGA-OR-A5LL-01,-2.4428887556158023
TCGA-T2-A6WX-01,0.06145293590287388
TCGA-X6-A7WB-01,-1.4997727833492778
TCGA-E2-A10B-01,-2.23723491961988
TCGA-97-A4M1-01,-0.15016153026483695
TCGA-D8-A1XA-01,-2.8364822125791385
TCGA-56-A4ZK-01,5.045897459389429
TCGA-L5-A43J-01,11.295022504404164
TCGA-78-7149-01,-0.7680227520013588
TCGA-QT-A5XM-01,-3.4561709218932606
TCGA-37-3789-01,2.803685810658111
TCGA-27-1831-01,-0.875798577825439
TCGA-BH-A0W4-01,-2.4441208541674135
TCGA-EJ-7314-01,-3.4561709218932606
TCGA-FX-A3RE-01,1.6208555334196404
TCGA-F6-A8O4-01,-2.7043548155618096
TCGA-BJ-A2P4-01,-2.952278206149027
TCGA-L5-A4OX-01,1.2666496870272566
TCGA-EK-A2RM-01,-2.5905604080345936
TCGA-28-1753-01,-0.006324815476739821
TCGA-DK-AA6L-01,5.968235358029553
TCGA-RD-A8N4-01,-3.2011862095536165
TCGA-B0-5084-01,-2.8182812612222863
TCGA-BP-4965-01,-1.4562234590842198
TCGA-EL-A3H2-01,-3.270459395219408
TCGA-S9-A7R1-01,-3.071922412361694
TCGA-D8-A1X5-01,-1.5864147557510948
TCGA-DG-A2KK-01,4.148161895162161
TCGA-YU-A912-01,-2.621577574055239
TCGA-66-2792-01,-0.9530809374341244
TCGA-12-5295-01,-0.22977904733279378
TCGA-P3-A6T5-01,0.5536719913444271
TCGA-HC-7231-01,-3.31599555265415
TCGA-SR-A6MP-01,-3.252690417291566
TCGA-EL-A3D4-01,-3.4561709218932606
TCGA-BT-A3PJ-01,5.26452240064785
TCGA-VP-AA1N-01,-1.9950512185342932
TCGA-85-7699-01,3.703530909655722
TCGA-KK-A6E8-01,-2.052167065946513
TCGA-RT-A6YC-01,-3.4561709218932606
TCGA-AZ-6606-01,-0.44635554758163926
TCGA-D8-A1XV-01,-3.4561709218932606
TCGA-D8-A13Y-01,-1.4125227952775934
TCGA-D7-A4YX-01,-1.1712329046244727
TCGA-E8-A419-01,-3.217149039978992
TCGA-CJ-6031-01,-1.6717086533863383
TCGA-B1-7332-01,-2.353934958513666
TCGA-FV-A4ZQ-01,-1.2658478460869511
TCGA-BH-A0B0-01,0.10349623792994735
TCGA-HC-7075-01,-3.2015209213532114
TCGA-TM-A84M-01,-2.250429053364097
TCGA-UT-A88C-01,-3.309612020176119
TCGA-QR-A70P-01,-2.529298531398981
TCGA-E2-A15P-01,-2.877528796851088
TCGA-D8-A1JN-01,0.7545660493612986
TCGA-MH-A55Z-01,-2.4556962739760526
TCGA-EP-A26S-01,-1.816722780015168
TCGA-MP-A4TC-01,5.636594484302324
TCGA-XU-A930-01,-3.101621616691709
TCGA-V5-A7RE-01,0.7809350841593677
TCGA-C5-A1MI-01,-1.8256047415639394
TCGA-HT-8107-01,-3.375569778333104
TCGA-CG-5734-01,-0.22859414092644742
TCGA-E9-A1RD-01,-2.910571520476316
TCGA-BQ-7046-01,-3.2622436570789617
TCGA-XU-AAXX-01,-3.4561709218932606
TCGA-K4-A5RH-01,-0.722129745539242
TCGA-P5-A5ET-01,-3.07804622923286
TCGA-IB-AAUM-01,-3.392304774113902
TCGA-AC-A2FG-01,-1.8608453734346617
TCGA-V1-A8WW-01,-2.3545857342299574
TCGA-3A-A9IL-01,-3.245106806283655
TCGA-W5-AA2U-01,-2.2969579940961573
TCGA-WB-A820-01,-2.754513943682359
TCGA-NC-A5HM-01,2.9569121778741643
TCGA-DJ-A3VD-01,-3.1022781497638494
TCGA-EM-A4FK-01,-3.2430394461189898
TCGA-60-2724-01,5.460232021699718
TCGA-DJ-A3V3-01,-3.4561709218932606
TCGA-2Y-A9H4-01,-1.6083851978325339
TCGA-BT-A0YX-01,5.731057444667911
TCGA-XF-A9SK-01,1.0968371091459117
TCGA-FF-A7CQ-01,-1.3863656926548353
TCGA-E2-A15R-01,-3.4561709218932606
TCGA-P3-A6SW-01,-0.9303388182954042
TCGA-DM-A285-01,3.6779080804649027
TCGA-85-7696-01,5.176723454218949
TCGA-2H-A9GI-01,3.655374143747419
TCGA-KK-A6E3-01,-1.7837141940165409
TCGA-UY-A9PH-01,1.7521433507702224
TCGA-AJ-A8CW-01,7.973931004687925
TCGA-CV-7429-01,-2.502378425709182
TCGA-DX-A7EO-01,-2.913914397154543
TCGA-BP-4974-01,-2.412385106773988
TCGA-CN-6994-01,-0.4356866602027356
TCGA-34-5928-01,5.662195179852926
TCGA-A2-A3KD-01,-3.4561709218932606
TCGA-UT-A88G-01,-2.843588144827404
TCGA-2G-AAGG-01,-2.8406781404679293
TCGA-A6-6142-01,-0.10146548932026159
TCGA-Y6-A9XI-01,-1.7631803997224262
TCGA-J8-A3NZ-01,-3.3869082808926256
TCGA-VQ-AA6J-01,1.4343197530340226
TCGA-Z6-A8JD-01,-1.3477318025832965
TCGA-P3-A6T6-01,-2.527982999118479
TCGA-CM-6171-01,13.644332639728425
TCGA-JW-A852-01,-0.3029912880702096
TCGA-KL-8335-01,-1.4948658241855661
TCGA-ZF-A9RC-01,12.630383688795664
TCGA-P5-A72W-01,-0.6144672284822442
TCGA-AJ-A3OJ-01,9.149858629772954
TCGA-M7-A71Z-01,-2.360281823432201
TCGA-KO-8415-01,-2.4960503183584573
TCGA-RW-A680-01,-2.4076492212871305
TCGA-E9-A1NG-01,-2.7034539901708263
TCGA-W5-AA2Q-01,-2.5848720058574917
TCGA-68-8250-01,6.320481647951954
TCGA-A3-3308-01,0.139677119519974
TCGA-AC-A6NO-01,-3.028908439677543
TCGA-66-2780-01,0.19338390615913162
TCGA-CG-4438-01,0.7420224153598909
TCGA-DD-AAVR-01,-2.6481460408108686
TCGA-97-A4M5-01,-0.7021820942950887
TCGA-99-8028-01,7.621170022231908
TCGA-A2-A0YD-01,-1.9954799850983467
TCGA-DE-A0Y2-01,-3.249655648537534
TCGA-BA-6869-01,12.02518066032511
TCGA-BR-4294-01,-2.2189033835386076
TCGA-CQ-5323-01,-2.3161556175996028
TCGA-EM-A4FO-01,-3.19713687297647
TCGA-BR-6458-01,4.612005982472303
TCGA-EJ-A7NK-01,-3.3490391181190593
TCGA-EM-A3OB-01,-3.2562832184390844
TCGA-C8-A12N-01,-2.4652893970467407
TCGA-Y8-A8S0-01,-2.9650471937379095
TCGA-B0-4827-01,-0.8093966607529686
TCGA-67-6217-01,2.6135830514703855
TCGA-XM-AAZ3-01,-3.019266206399652
TCGA-AF-A56L-01,0.34522023467537305
TCGA-HP-A5MZ-01,-2.1640682046966173
TCGA-X6-A7WA-01,-1.895291233945854
TCGA-A2-A25F-01,-3.4561709218932606
TCGA-DK-AA74-01,2.288772414866109
TCGA-LN-A4A5-01,-1.905508692467826
TCGA-EK-A2RA-01,0.36383243103510443
TCGA-S7-A7WO-01,-3.4561709218932606
TCGA-D8-A27E-01,-3.1227740102663484
TCGA-CV-5435-01,-0.5401020513729101
TCGA-CQ-5332-01,0.8342134761783189
TCGA-HU-A4H0-01,0.44388828476802533
TCGA-44-A47B-01,-2.191453781926051
TCGA-CH-5767-01,-1.1152270982236978
TCGA-DV-5568-01,-2.404246900040776
TCGA-CG-4469-01,6.964793786626029
TCGA-EL-A3N3-01,-2.5175565263297837
TCGA-EW-A1IZ-01,3.8574675501203677
TCGA-A6-2675-01,-1.3792974497313057
TCGA-WB-A81P-01,-3.090608504411202
TCGA-2Y-A9GX-01,-1.5580477771277232
TCGA-KL-8331-01,-2.7791417359320256
TCGA-EM-A1CW-01,-3.2587469006382483
TCGA-OR-A5K8-01,-2.0416689962826826
TCGA-VR-AA7D-01,-1.0447819012499293
TCGA-V4-A9EK-01,-2.4361701430510663
TCGA-DJ-A2PS-01,-3.3869082808926256
TCGA-18-3412-01,-0.8282571821562137
TCGA-66-2759-01,8.04353053953989
TCGA-DD-AADQ-01,-1.0184794404028872
TCGA-EK-A2RB-01,-0.44590344027174156
TCGA-AC-A3QQ-01,-0.9200850336313725
TCGA-BQ-5878-01,-0.0676564712947528
TCGA-XF-A9SX-01,-0.01722745299571721
TCGA-B1-A47O-01,-1.5759485277999494
TCGA-FG-A70Y-01,-2.9007213677655805
TCGA-E2-A15T-01,-2.4490643714727467
TCGA-F7-A622-01,-1.4183293327556408
TCGA-WB-A821-01,-3.1296170697215366
TCGA-D7-A4YT-01,1.5783664314745574
TCGA-EV-5901-01,-2.5552695772094087
TCGA-IN-A7NR-01,0.4834938840278681
TCGA-TM-A84R-01,-3.4561709218932606
TCGA-BH-A0BC-01,-2.4943293339973893
TCGA-HU-A4HD-01,3.662677580262225
TCGA-HW-A5KM-01,-2.71497038323555
TCGA-HT-7477-01,0.1387383473517145
TCGA-51-4079-01,5.955933093713126
TCGA-38-4628-01,-1.144444658028207
TCGA-G4-6298-01,-0.6781381247694459
TCGA-AR-A0TV-01,-1.8437910472872843
TCGA-22-1016-01,6.78977917750943
TCGA-CQ-A4CI-01,-0.6957435860976855
TCGA-EJ-5495-01,-0.7460385825413833
TCGA-OR-A5KW-01,-3.264698539018555
TCGA-05-4250-01,2.804420088042481
TCGA-CM-6163-01,0.08794876540552479
TCGA-XF-AAN1-01,-0.13217565337550857
TCGA-FG-A87Q-01,-0.8963519867799803
TCGA-E2-A154-01,-2.5722165757797457
TCGA-BP-4993-01,-1.9878598636737335
TCGA-85-A4CN-01,2.3871492831107264
TCGA-56-A5DS-01,2.279060648561511
TCGA-CG-5718-01,-1.3891314483218888
TCGA-BQ-5884-01,-2.2957446049921697
TCGA-FG-A70Z-01,-1.2199497597220441
TCGA-B0-5694-01,-2.1391932497773825
TCGA-C5-A1MJ-01,-0.8962543668523494
TCGA-CG-4474-01,-0.8726963843794566
TCGA-FG-A4MU-01,-1.682423718556236
TCGA-K1-A6RV-01,-2.0094284114084537
TCGA-EJ-7784-01,-1.702948978087802
TCGA-HC-8256-01,-3.02432090829629
TCGA-67-3774-01,-0.9085969582748339
TCGA-80-5608-01,1.7610291851521132
TCGA-CN-6021-01,4.712068708267643
TCGA-DB-A4XB-01,-2.315551084468418
TCGA-FD-A43X-01,3.050521547468035
TCGA-ED-A7XP-01,-1.1319515134757916
TCGA-C5-A1BE-01,-2.0057199572637217
TCGA-ZJ-AAXT-01,0.6997171451768276
TCGA-FP-7998-01,-1.0986618640922288
TCGA-K4-A3WS-01,2.324283765479576
TCGA-WY-A85D-01,-2.720473112599594
TCGA-IG-A4QS-01,3.3712467319928066
TCGA-FG-7641-01,-2.4629423888377953
TCGA-GM-A4E0-01,-3.326196904117899
TCGA-EL-A3CZ-01,-3.4561709218932606
TCGA-AO-A124-01,0.5858507170688728
TCGA-S3-A6ZF-01,-3.4561709218932606
TCGA-G2-AA3D-01,3.2616792915308874
TCGA-CH-5790-01,-3.4561709218932606
TCGA-OR-A5J9-01,-2.3535614854281226
TCGA-AM-5820-01,1.0667839910696508
TCGA-60-2707-01,-0.8387175840311397
TCGA-GU-AATQ-01,-0.0826229405201825
TCGA-X8-AAAR-01,0.6072913971501274
TCGA-05-4389-01,3.3886932478303913
TCGA-22-1012-01,2.6601232984537093
TCGA-B8-4154-01,-3.159158732733623
TCGA-N5-A4RU-01,-0.971363724003084
TCGA-AN-A0XO-01,-2.458943809913942
TCGA-2Y-A9GW-01,-0.9220809686314366
TCGA-BH-A0DQ-01,-2.246875775385931
TCGA-ZG-A8QX-01,-2.7233931202573247
TCGA-DD-A4NQ-01,-1.6611662983181728
TCGA-GD-A3OQ-01,-1.3286996784548901
TCGA-KK-A8IB-01,-0.9555914390780283
TCGA-SI-AA8C-01,-2.9581647485457956
TCGA-IA-A83V-01,-2.3904991172927765
TCGA-IB-7886-01,-1.2400971916389238
TCGA-QR-A7IP-01,-3.4561709218932606
TCGA-BR-8679-01,1.5849445811433942
TCGA-A2-A4S3-01,-2.291592893986031
TCGA-AX-A2HH-01,-2.4723677685394043
TCGA-R6-A6DQ-01,-0.02451120648050774
TCGA-LP-A7HU-01,-0.45934846963311315
TCGA-OR-A5L8-01,-3.1731977549854276
TCGA-HC-8259-01,-2.930027983080214
TCGA-AJ-A3IA-01,1.671331765439476
TCGA-N8-A4PM-01,-1.0992493531543859
TCGA-J4-A83L-01,-2.9524298235594397
TCGA-OR-A5J6-01,-3.2686087891820335
TCGA-DU-5872-01,-2.2743431351128462
TCGA-G9-6354-01,-2.4340398850974365
TCGA-KB-A6F7-01,-1.307221283739685
TCGA-H9-A6BX-01,-3.0005544945110514
TCGA-KK-A8I6-01,-1.3585425140089535
TCGA-XJ-A83F-01,-1.175827946399174
TCGA-A2-A0ST-01,-1.797211404901651
TCGA-DX-A8BL-01,-2.581774553259582
TCGA-E9-A1RE-01,-1.3991360666261907
TCGA-IZ-A6M8-01,-1.8200399465090664
TCGA-A6-6654-01,0.48836530889030094
TCGA-C9-A480-01,-1.93573353877838
TCGA-RS-A6TO-01,1.3861055885264089
TCGA-VQ-A925-01,1.7958438819492246
TCGA-FG-6689-01,-2.7361261404355925
TCGA-A2-A25A-01,-2.4984588499741123
TCGA-CH-5794-01,-3.4561709218932606
TCGA-IB-A6UF-01,-2.4619649467979756
TCGA-CK-5912-01,-0.4328924683586076
TCGA-DK-A3WW-01,14.237537300050919
TCGA-DB-5277-01,-2.391553744903963
TCGA-2H-A9GQ-01,0.3140771258569693
TCGA-DX-A3UC-01,-2.5923566372289213
TCGA-C8-A1HK-01,-1.5781774748779918
TCGA-GL-A59R-01,-0.5302647853752704
TCGA-75-6203-01,-1.3894012459233123
TCGA-EL-A3MX-01,-2.5563045760937495
TCGA-63-A5MG-01,1.043011978508252
TCGA-G9-7525-01,-2.781254989365282
TCGA-77-8133-01,6.940959561571897
TCGA-2G-AAGK-01,-1.9570322799537998
TCGA-SC-A6LM-01,-2.1482554543939614
TCGA-28-5204-01,-2.958518423291251
TCGA-43-7657-01,-0.42189772695074
TCGA-IC-A6RE-01,10.024111993916721
TCGA-6D-AA2E-01,-3.173805999517559
TCGA-KK-A7B0-01,-2.8428668729758995
TCGA-CR-7402-01,17.747684052916195
TCGA-39-5035-01,1.229358180128087
TCGA-EM-A3O3-01,-3.0694373504405075
TCGA-HT-A615-01,-2.7870616461060247
TCGA-DX-AB30-01,-2.6844847887214343
TCGA-EL-A3GV-01,-2.8876188534141005
TCGA-94-A4VJ-01,7.345120358056702
TCGA-RC-A6M3-01,-1.9113350632112958
TCGA-HU-A4H8-01,15.138161969699269
TCGA-DV-5567-01,-3.2810824267429317
TCGA-E3-A3E5-01,-3.3869082808926256
TCGA-CM-5349-01,0.5748822852235149
TCGA-2J-AAB6-01,-0.8468220273032233
TCGA-DU-7301-01,-2.6088677476749247
TCGA-AR-A0TR-01,-3.032582995803998
TCGA-DJ-A1QL-01,-2.600883130458114
TCGA-P4-A5EA-01,-1.7591669509916508
TCGA-2W-A8YY-01,82.55388228420622
TCGA-CN-A63T-01,5.0421556222947945
TCGA-OY-A56P-01,-2.6643457429119595
TCGA-21-A5DI-01,0.8389106423965648
TCGA-G3-A25S-01,-0.4446343954054421
TCGA-P5-A5EW-01,-2.9007213677655805
TCGA-85-6175-01,-2.479007027109413
TCGA-CV-7247-01,-1.258110380324247
TCGA-PQ-A6FI-01,1.1565447497653762
TCGA-EA-A411-01,-3.102527069208264
TCGA-AC-A2B8-01,-0.356349413608219
TCGA-B0-5080-01,-2.3227952233879146
TCGA-BB-4228-01,-3.330011197556849
TCGA-06-2569-01,-2.511499875783256
TCGA-KM-8439-01,-3.0901299583377133
TCGA-C5-A1MN-01,0.7549544941417865
TCGA-KC-A4BR-01,-2.9371460539803906
TCGA-DJ-A3VF-01,-3.3869082808926256
TCGA-H6-8124-01,-2.493296428768429
TCGA-5P-A9K3-01,-0.0666646159025611
TCGA-2G-AAM3-01,-3.055575160657009
TCGA-CV-5979-01,-2.021441629799768
TCGA-YL-A9WL-01,-2.9029030207321727
TCGA-55-6981-01,-3.173988562682952
TCGA-55-7903-01,-0.7214615533592227
TCGA-HT-A5RB-01,-2.6748364617091207
TCGA-HZ-A8P0-01,-2.712102898326614
TCGA-HC-8266-01,-2.8222633702722644
TCGA-BA-A4IH-01,-2.754500055025518
TCGA-62-8394-01,-1.5577989532585392
TCGA-DM-A28A-01,0.16553994351583137
TCGA-US-A77G-01,-2.6497146608246025
TCGA-EL-A3CV-01,-3.21359632549613
TCGA-49-4488-01,6.89538372472992
TCGA-63-A5ML-01,5.02973688702613
TCGA-TS-A7P8-01,-0.8498734049530928
TCGA-ZL-A9V6-01,-3.237751205678114
TCGA-22-5477-01,2.2049786968933383
TCGA-A3-3313-01,-0.4627594649777865
TCGA-ED-A4XI-01,0.39601538520757285
TCGA-78-7537-01,-0.6761638662540873
TCGA-BL-A5ZZ-01,0.3082504306012152
TCGA-EL-A3T2-01,-2.98959312971432
TCGA-98-A53H-01,-0.9594578496698208
TCGA-C5-A2M2-01,-2.259995907839625
TCGA-DD-AAW3-01,-1.1087994866903375
TCGA-E2-A1LG-01,0.5430099032838279
TCGA-N6-A4VD-01,-1.914257986257223
TCGA-E7-A5KE-01,0.9044295677546329
TCGA-B8-4143-01,-1.1715785440829698
TCGA-CV-7243-01,-0.9801121492683248
TCGA-58-A46M-01,5.840054718402144
TCGA-FY-A3BL-01,-3.217149039978992
TCGA-80-5611-01,2.6232407544239718
TCGA-55-6972-01,3.3287377275865886
TCGA-XK-AAIW-01,58.045714941074486
TCGA-FD-A3SQ-01,-0.6702092911428652
TCGA-CG-4465-01,6.038269650613958
TCGA-63-A5MH-01,2.667624632385802
TCGA-DW-7837-01,-3.054877630909198
TCGA-E1-A7YN-01,-0.9469432057353288
TCGA-D6-A6EP-01,-1.2745496396235911
TCGA-A7-A6VW-01,-2.0962420652897396
TCGA-CQ-A4CE-01,-1.721960116887919
TCGA-EL-A3CU-01,-1.7599568481899694
TCGA-CJ-5684-01,-2.1058311185549314
TCGA-KH-A6WC-01,-2.8468613461371226
TCGA-60-2704-01,2.7610862957360855
TCGA-MQ-A4KX-01,-3.4561709218932606
TCGA-IB-AAUS-01,-3.249655648537534
TCGA-OR-A5JJ-01,-2.2793544487649258
TCGA-KK-A8I9-01,-3.1707973409290413
TCGA-YL-A9WH-01,-0.7172960963193294
TCGA-97-7941-01,-1.8482788168052506
TCGA-LN-A5U7-01,-0.7156718963720587
TCGA-BD-A3ER-01,-0.7366300199986457
TCGA-EM-A22O-01,-2.6428286384627997
TCGA-CJ-5671-01,-1.4337456657520025
TCGA-3U-A98J-01,-2.7283630605229683
TCGA-WB-A81A-01,-2.88841974273576
TCGA-E2-A1LK-01,-1.797211404901651
TCGA-EK-A2PK-01,-2.775002495256211
TCGA-91-6840-01,0.35519710839419705
TCGA-EA-A410-01,15.623839467064306
TCGA-DD-AAVY-01,-0.9255027112705791
TCGA-V1-A9ZI-01,-1.980329795442153
TCGA-EI-6507-01,11.671509781777601
TCGA-HC-7819-01,-2.506018916964343
TCGA-ET-A39S-01,-3.2079531892091535
TCGA-EJ-7330-01,-3.1596139537968613
TCGA-CE-A482-01,-3.249637600740594
TCGA-VS-A952-01,0.19875954944096397
TCGA-EK-A2IP-01,-0.8011335399524758
TCGA-VN-A88R-01,-2.929432316963008
TCGA-CV-7407-01,0.5395009867645969
TCGA-CV-7248-01,7.277051460763994
TCGA-B6-A0RT-01,-2.379160804306367
TCGA-DK-A1AG-01,-1.0860530127423984
TCGA-D7-6528-01,7.457138058516577
TCGA-SC-AA5Z-01,-3.040127156520931
TCGA-C8-A3M7-01,-0.43785695626221033
TCGA-KO-8409-01,-3.4561709218932606
TCGA-X6-A8C2-01,-2.1116116888458674
TCGA-2Y-A9H6-01,-2.424867932707504
