,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13,Factor14,Factor15,Factor16
TCGA-BR-A4QL-01,-3.9208524841277757,5.59859647609055,2.12504569828403,-0.7779493887547974,0.7469760462870628,0.47211215793383843,0.38240327088901105,0.09165512908232071,0.17024011589700144,-0.0985588416630279,-0.31329574412672273,0.11910838885163745,0.05459924450177569,-0.33860676566723114,0.2806298611722437,0.2548329100614474
TCGA-CH-5751-01,6.948536977136426,0.4613369167244488,4.618802427439264,-3.271909525127321,-3.2174881891804143,5.5437805261659,-3.152730900528169,-7.106032666043408,-13.253904855994536,1.2419486551259986,-1.0051750886297999,0.5391670522190359,-1.3643084417749094,-4.160681573583731,0.334296770601233,0.3401451716095723
TCGA-A2-A3XX-01,-0.8621439485002981,-4.562150330704383,7.647320443455302,2.9976480290885092,-3.777345688233416,1.7085767658452968,-3.243780317131875,-0.6053202221778227,-0.8863320206761596,-3.2874684662898175,-1.1175966944384572,0.18720099666368248,6.270528257839287,0.9603521325917683,0.33906614556832404,-0.0023113357581553058
TCGA-DQ-5624-01,7.414224823363002,-3.066250441938818,1.9456407533041213,-2.9604806180085514,1.6376157794477806,3.717436608093534,-1.854363324035301,-0.8539031556175917,-2.01523635297811,-1.2741722251552547,-0.8133065363495154,0.6907346655022774,-1.0739026473163553,1.279593809461635,4.123374180304577,1.8225256999131811
TCGA-KK-A7B3-01,2.9496912733804783,-1.5073161617195217,-3.7665334046749126,-1.3951270903708424,1.2824539110971485,2.285312402769884,-3.518785321738529,-1.6401300955216813,-12.81267056968254,-0.7018814415402185,-0.6791799473963042,0.48829460129059205,-0.7401195953592482,-1.0398546122796501,-6.421296381791511,7.546080798400356
TCGA-DQ-7591-01,0.3129833237671154,1.2717498447606104,-4.211586578006744,-0.8418151271562693,1.0929840460569933,-0.8536883722269374,0.5104978454370143,-0.3677908044770579,0.24947394033699402,-0.38782702192564894,2.009653867812845,0.32748054330467785,-0.04893269964344701,-0.7787023168527891,0.5846951704914771,0.4449710975326893
TCGA-06-5412-01,-2.140059606500426,-0.9009751201466393,-1.4435040459173942,-0.5936490762922135,-3.896272952849289,-0.2816851137422727,-3.3460915840130077,-0.40759868193713483,0.22445977653489646,-0.2237306824914332,-0.409975863815035,0.11876180799519352,-0.06416570279649558,-0.49230203863455185,0.01243111625894342,-0.08878377399591322
TCGA-BP-4989-01,-2.1981234662219813,-0.9233701390028083,-1.4034190031776619,-0.5853587885918312,0.8942263132286179,-0.31500596653096813,0.4462139326198703,-0.4061849141259089,0.08070152846376111,-0.01835912311206954,-0.3698477382529554,0.24165456745213149,0.2989952600192228,2.148011467289518,0.4256264391149933,0.3546854275972228
TCGA-EJ-8468-01,3.6054699307851665,4.11139048559333,-7.883866150141993,-1.1873599848383127,1.3397417845390975,-1.613163521454054,0.5794688613439106,-0.4699212867217972,0.4176853618884396,-0.7617293858397853,-0.05440145640302185,0.4564754881148329,-0.020836754515675633,-1.277850614479012,0.6702937911539639,0.6415540197797264
TCGA-CZ-5459-01,-5.061984742243864,-3.402540967513964,1.786045373767269,-0.2870754546513563,0.6734249001732583,0.35088562337208434,0.3596583105834122,-0.3934620557510698,-0.055019997470677345,0.25737904534954076,-0.26371287827079004,0.13670890261807467,-0.05652919291332564,0.027051485591271386,0.2978989338765119,0.1485075929285622
