,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13,Factor14,Factor15,Factor16,Factor17,Factor18
CCL21,0.08043241506315274,0.007549969982239905,0.01971049501699483,-0.015632058830338833,0.010301007645442905,-0.025103066323489177,0.06030421261035174,-0.022795709706251284,0.1425420945294378,-0.009076493929086741,0.027900206453393438,0.09292948265813986,0.011176619947214344,-0.016710972927083324,-0.011055047446082163,0.02479629094823795,0.004915754956450656,-0.00560352118510063
CELF3,-0.08028403021227927,0.0028180142528418544,-0.009912919402122957,-0.05276394984693158,0.015874142588134958,-0.03661470299021952,0.033955479212451886,0.08038834871233815,-0.005943761887238923,0.031022800165145595,0.03256706866025328,-0.04107914945394551,-0.04397954383478266,0.046106021190149137,0.037301229246390975,-0.09202413025946911,0.04905709256502371,0.01864327162266682
RFX4,-0.039363047058073794,-0.0095274341840695,-0.019405293234520216,-0.04781047578964531,0.045226104085717374,-0.026118040216524228,-0.01068859283463332,0.07905542590002404,-0.039504182613222,0.023104719866396672,0.08072045278023599,-0.09528030976620021,0.004977881740680532,0.029742572196489833,0.02769180900149598,-0.03557447965387164,0.012447971032849047,0.012617636132926721
IGKV1-9,0.09317502454615158,0.03058222975342285,0.003819508879265284,-0.03214335329992887,0.038690262266003916,-0.03766447153136923,0.09333350962919232,-0.044278973368077644,0.2603752052532711,0.015347929514645104,-0.011050678292659478,0.008789911959704305,-0.011499714522713818,-0.00014017470704617624,-0.00025066988410028384,0.025732718654690595,-0.0002102412496076644,0.001460257675800753
HEPACAM,-0.05830757734424789,-0.0007474366834083302,-0.013081096525265148,-0.030391447118682805,0.02979020433882157,-0.03263961032890968,0.003420793058632535,0.07734097527410422,-0.04250855794466493,0.01876318541961808,0.060864875146674206,-0.07352678915032396,-0.025507754872433036,0.03103037403567249,0.02011646027174187,-0.06659169970313138,0.028211856526773604,0.016645820610214728
BRINP2,-0.07155404973938179,0.004940538965850399,-0.016928909447217016,-0.051785733803288304,0.05714823638790999,-0.020031912796927877,0.01666874483685401,0.039124584934092335,-0.03359532482281999,0.016201805281372664,0.024123480158857128,-0.06993530555095596,-0.043727746068990755,0.05757252458880128,-0.0006497423873543162,-0.06528447598577769,0.02516687832964265,0.015477475719199852
CXCL5,0.042528488519477624,0.021218876450461856,0.010916892252710347,0.004827588380194641,-0.04488540502774753,-0.0540915272481279,0.07678900264379099,0.0936698133320571,0.05251031991303269,0.02319817492169696,-0.04649311805627431,-0.007375340714653298,0.04624586479387601,-0.011560465660321585,0.002732444319314172,-0.04841143954226961,0.02523315546578039,0.010044181009597312
MAL,-0.035093239642269486,0.015323572357630448,-0.04804639940220883,-0.05251482832675834,-0.016433317778944027,0.005022780859075037,-0.0653270776046029,-0.02186305357097895,0.05209806662838519,-0.005261314861905754,-0.08827701153710983,-0.013494038964237152,0.10206756066238402,0.0015672376990640744,0.07799023362742628,-0.05845099308280065,0.07305116614775797,0.009599155915020228
SERPINB2,0.10085995409484529,0.030544334254474975,-0.021265717099483206,-0.06293296638820638,-0.01009270745388998,-0.01309140901855357,-0.08933317644214628,0.12338340899983613,0.037786363231373035,0.033887769480129594,0.009651207379781274,0.04770963170607375,0.06585082232472013,0.0038560076991593717,-0.028204385141333145,0.008930636924968404,0.0033401479835205167,0.007007868340349874
CAPNS2,0.12899857846257,0.01742291514599407,-0.02685877223692574,-0.07599467740369231,0.012303434102627964,-0.010536284086296819,-0.11667184510598244,0.10110851454357218,-0.0004591737427348027,0.024331884857474093,0.042756110650135834,0.06262440351272429,0.09433033728608811,-0.02360929695215079,0.02760935631172787,0.03511547665670861,-0.010036345269855017,-0.004002146639343726
ATP13A4,-0.013510209632372969,0.01915669471423523,-0.03967173713244133,-0.055098776807613874,0.04553032129927488,-0.044757165597464905,0.04070912443499728,0.013978066498114913,0.0501400408076568,0.007149256228956727,-0.057459880198268705,0.07880039669001224,0.040595982619701855,0.0419392900704226,0.000968368691536765,-0.12259580092547412,0.09923045589734965,0.026582482901095602
CPB2,0.0020086658396958885,-0.022503486038965705,0.03781053313136786,0.1269081392932871,-0.03286813436718148,-0.011630131829122342,-0.031145013273931488,0.04171987768585049,0.022520150775190408,0.009662947953772854,0.1510104886385424,0.07692625327372979,-0.02617042305061997,0.006284438156729458,-0.004000421462149149,0.0005668027997132287,0.008084813132152466,-0.005515308427625716
KRT18,0.10701986977087834,-0.009066575997534809,0.03550105266906079,0.07413809773064445,-0.05103713526726733,0.02266666816382828,0.056310103870222006,-0.0631261138493573,0.003429137161163543,-0.03676461191941088,-0.07826740443104782,0.15094747051693708,0.06904518296259657,-0.03036666899716557,-0.10322077591306192,0.06842953916152755,-0.030528205152908883,-0.020128754438865547
C16orf89,-0.0662942525453894,-0.007982823919505807,-0.004943824967976483,-0.055007303825385524,0.06978592838561415,-0.01960132320555876,0.06946307215047084,-0.10841571228743312,0.040382536711415146,-0.030206774098553067,-0.03641939646954302,0.11021807738540675,-0.01842577032655924,0.00012810050357107966,0.025095095911946683,-0.0896913048177786,0.08195572882311135,0.004492031832540531
BMPR1B,-0.02997590068037723,-0.01300999895132421,0.004344151581163278,-0.09526822390622958,0.10226736721394854,-0.007200407192884513,0.0903969560013146,-0.020627421735799206,-0.08335411719934539,-0.026600123329013674,0.10968360574811958,-0.07019383086877688,0.055682978025258,0.03183518741605343,-0.02731659119431089,0.029940182584954244,-0.030701193753153857,-0.008869001641612815
TMEM59L,-0.1071707958769807,-0.006610687577240883,-0.015551825023453598,-0.09054621264539851,0.09496755226259875,-0.05349270603311651,0.08900489561119274,0.008514567510128284,-0.009192146156501078,0.0007938489281153266,0.04490087788907012,-0.031972094723686735,-0.003157610215151085,0.048277893516940486,0.07051853951799106,-0.11493872864407102,0.07879166607239893,0.01800719858318352
CUX2,-0.05253185542226072,-0.022315584239606556,0.005283158532411849,0.008303667123029379,0.022127029223429334,0.012348445175301528,0.0330926871878743,0.005202379665712748,-0.08380708755417174,-0.027773824227588704,0.1474344317553211,0.03514792091765436,0.009480871462876253,0.00019662666277507764,0.09642484019189414,0.009460940745456026,0.001964953407973286,-0.016640586176928516
BAAT,-0.006277140476390728,-0.020714212748410087,0.03286284940749409,0.1460758943309946,-0.05334863700935861,-0.04040391309967026,0.011958666784370455,0.046408983085159665,0.03217090510692538,0.006598292528012635,0.1327736180881526,0.0843408371295377,-0.01142113082211296,0.01672480463375679,-0.0004476567839988908,-0.027221627718052477,0.028019104000394007,0.0038224695682369573
SLC38A3,-0.062100516116769706,-0.012217163432374346,0.017525013648660052,0.07611165660751303,0.022967025107440458,-0.03361606161721263,0.03221322643705969,0.05619076186194151,-0.026750189800198852,0.01094105735238323,0.1500021195530171,0.026075557985146415,-0.0409026090628629,0.09468999807728633,-0.0015544845818628247,-0.06583048933607161,0.047154560974825954,0.01874934578222091
DLL3,-0.04807278840996874,0.013278629617443301,-0.013578268762169134,-0.046283496618633076,0.05621658670587699,-0.038999690741434244,0.008041359264016862,0.052996202285700844,-0.034625513310212706,0.031834832439925825,0.07776716983439799,-0.1103477337226478,-0.017746460834602473,0.016155964812825177,0.07601796595849265,-0.06822256528957116,0.03811345957206854,0.018232916006292486
EMX2,-0.04105889893449614,-0.0077104166653897705,-0.03379952840583185,0.03647548697716936,-0.029346377071645887,-0.0007424366338788827,-0.003210919967409774,-0.027131916209647645,-0.00968385913590254,0.0118133905597587,-0.03838196683517911,-0.1670438409886681,0.13007877203625137,0.03674593648945732,-0.018120857922792572,-0.010913256063110022,0.001934547999803687,0.009492793024726755
APOH,0.0021659730004253545,-0.03182547007804428,0.04392184274734961,0.16048624928918273,-0.034978373389494985,-0.009711808192816657,-0.030888448171944704,0.021760891713171384,0.029340557166673695,-0.0010113758880415755,0.1646635545016089,0.11822871099417295,-0.02630468361519337,0.024102599424323166,-0.009588730238380819,0.009335833957482335,0.017652093798768854,0.0016578696954932788
TRPM8,-0.009149091251246196,-0.04278735686185406,0.015861152430378587,0.03457015104801555,0.009402700599859795,0.015214833988107048,0.04690593673755857,-0.03534390799729041,-0.0654071768529934,-0.049594885252492615,0.12623126822098327,0.05839528527024525,0.07992612447563478,-0.051358477281247476,0.11682823521298359,0.03066484364972116,-0.001335486765812154,-0.024608255295572513
INSM1,-0.09533518203482279,-0.011838685725464173,0.004073370902314698,-0.021249889184047768,0.026198527940322743,-0.021606599234593578,0.07130980298804405,0.03149118001502295,-0.0561482129819179,-0.002645830632053526,0.07101275703314126,-0.04210972481258833,-0.011264620034801337,0.0253546409107557,0.04245150353705882,-0.0462114729717736,0.002026208862984322,0.004600724866424153
SLC22A31,0.010148638397576773,-0.006752331619818411,0.025377286976265716,-0.002856743570794403,0.0352135090553237,-0.017170676575744472,0.014689596057965682,-0.08150801521987597,0.041144897596319716,-0.02252454711448719,-0.014044395918738376,0.1543916342317467,-0.026582527515045317,-0.0621172185237282,0.08140470038560427,-0.06739964612217855,0.09541658259661918,-0.002031594314796762
H19,0.06482301371065424,0.003731013107145614,0.01702273494376606,0.03113350009526733,-0.006937914112833361,-0.01481297882147874,-0.04658325554292944,0.02727500045542013,0.04720263035863956,0.028548591370429196,-0.013666306275798859,0.037540236485485906,-0.006683508455305749,0.031672022549133226,-0.09561667180853951,0.03873974411236239,-0.024313755529039426,0.005429625796776286
GATA4,0.0014744950160173807,0.03375741676359942,0.017287379542756224,0.09066269615938247,-0.05065255920391214,-0.029896428811125714,0.030508772245069888,0.057844261353614285,0.0006394262682618776,0.0031231747982376173,0.034885650386686874,0.04795693284833381,-0.0664920293033682,0.010038141777774052,-0.04362765647516779,-0.027520989058411993,0.0026514400614545673,0.011201829609604445
NCAM1,-0.11950451579476112,-0.0005760511465424425,-0.0315296263755582,-0.08552725079553608,0.0582054172902573,-0.03820165760423441,0.06531699500280176,0.03677971067175873,-0.006577473804723267,0.013152377768243843,0.018852112078400443,-0.058403069216597485,-0.021130720139650103,0.05975254186475712,0.08363316739598593,-0.11519877296435985,0.06445427233585045,0.018776125321342974
LOC124900476,0.0177695237227226,-0.010659403178825,0.003755866435878879,-0.021246054133764777,0.022836492751496577,0.029424212387641892,0.007854046035939217,-0.03994471965914769,-0.04849993680305428,-0.041437297544349785,0.07181350837582698,0.02835826641461233,0.039190659262692766,-0.06436024833331747,0.09596823012405245,0.058417364966845624,-0.02975248159257073,-0.028695674779064057
BBOX1,-0.04682229310107511,-0.006303195236884232,-0.04277311944464763,0.021302509326876905,-0.02574417735246999,-0.014095190552950053,-0.054857839640324466,0.02418822992159942,0.050774740700433266,0.009697272862367858,0.0001704306965808116,-0.08776555714804732,0.17538548220332204,0.08667532873179891,0.015643315723764137,-0.04343181420532341,0.04876227742801069,0.02794192511599527
NR1H4,-0.01961303921301881,-0.01878895034310552,0.005254550624971155,0.15418520467461888,-0.09555025500425625,-0.003591920512100106,-0.04192659013852291,-0.00495032992863014,0.03704288902543774,0.014292611245844787,0.013524488959224786,-0.03151916679925897,0.09335773459410118,0.04083991440570948,-0.03896265958577454,0.007515046556232871,0.00020770398487101108,0.013279481734604774
MMP3,0.10675049714784318,0.022569959623524677,0.01757281512118813,-0.04642790091543518,-0.003968909892742094,-0.010002196354284289,0.0065541212827501865,0.09250991897364302,0.0392213583578584,0.02891019647025269,-0.0429747986343082,0.003697512740312431,-0.003375865332336817,0.04696582465657411,-0.12796637467878486,0.04882310454942889,-0.03731158961576059,0.010969952801553167
FOXA2,0.0027477320864758713,0.001128130100206106,0.048549172540704885,0.09083395361017982,-0.04948701750811252,-0.04551745275465477,0.10101832767092174,0.06448213420865936,0.01003890260212517,0.010748962526986866,0.009609350346100496,0.08988720085856784,-0.07670103385749116,-0.014123827295840505,-0.05239643430964962,-0.04086765364698846,0.014768546485662915,-0.002273072474805507
SLC26A4-AS1,-0.059831404341544374,-0.014951283270887282,-0.017037557602615737,-0.031556718010291834,0.015377124599161917,0.02971168524989756,-0.00965827705327034,-0.04825809848366734,-0.03907318233903528,-0.039068692991309203,0.00590999428745078,0.12248621823246122,-0.01881249294806548,-0.01118931066520265,0.0964480035343352,-0.05150864871933402,0.06331440225206955,-0.002078065392147626
