,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13,Factor14,Factor15,Factor16
PDGFRL,-0.2077699107820821,0.17905602277005908,-0.042403932006990275,0.015022288827432699,-9.524035485965432e-07,-0.04056969949429976,-8.422718984656898e-06,5.6787051101409776e-05,0.012253015313111083,2.7838214745481033e-06,0.0001744386793480524,-9.516676999084346e-08,0.006478054892106025,2.644835130980635e-08,0.04665302741096099,-0.049736462675993645
FGL1,-0.20697371791193733,0.17887271591155848,-0.04154663570691292,0.015471899051268865,1.7731582267637632e-06,-0.03943413025847348,-3.185084166341318e-05,0.0016813048700507285,0.013475558589104198,2.9401563554060695e-05,0.00014268658811008594,-3.3940859734983534e-07,0.0018426439532254952,2.210513686695654e-06,0.048902382217835896,-0.05399216371212292
TNFRSF10C,-0.21161012051597333,0.17837252256104116,-0.04224065001124466,0.011698634778780604,-2.1780907039838175e-06,-0.039280067287804345,1.1859243370512114e-07,0.00286311103602317,0.0379427746224103,-7.847787192252206e-06,7.046862998274905e-06,1.1527009068277988e-06,0.0037840011578545592,-1.25268341755791e-06,0.046063483766575083,-0.04620597155263471
RNF122,-0.16653320308292205,0.1663755867784724,-0.027352597075287664,0.0022834688852073175,4.269755807341433e-06,0.05040568316733157,-1.0908771086074264e-06,-0.0006798444389009982,0.04370454961629314,-5.895080258183105e-06,0.00614975054521414,-8.065135507775295e-06,-0.04193873159064652,-8.391038552997432e-05,-0.07515782721776412,0.06976957586137261
TNFRSF10B,-0.2116623070013107,0.1783880967650179,-0.042348831506261134,0.011618612006926822,-1.2518284056754592e-05,-0.03973859229752641,2.1005957526562602e-07,0.0038308289269427206,0.03742510349429829,-3.4746321664810073e-06,3.5450515195004014e-06,1.0537021648311314e-06,0.002902109117230912,-2.7069694997561985e-06,0.04839747672962972,-0.04753087483866045
SNORD13,-0.16798014019024232,0.16617582660939698,-0.027676167733559416,0.004043523243681544,-7.235826163017385e-07,0.04905109717245628,-1.545544507937853e-06,-0.0001715436762524246,0.04428323294664506,-2.105097688395093e-06,0.005900251786416027,-6.488705185814902e-06,-0.03964718031819867,-3.3530720845252994e-05,-0.07673823173270186,0.07072836101338198
NAT1,-0.20688997919733432,0.17914834467264254,-0.04176277776151997,0.015634505258982898,-1.029789143409489e-06,-0.039819259956889494,-0.0009604844296881773,0.0024351141382410535,0.015693813474779113,8.620929397350066e-06,0.00041281230908310766,6.645169310104176e-07,0.0004580285449825153,2.0755743741104738e-05,0.05038570963296788,-0.05381112717605806
RNA5SP256,-0.20711842039239922,0.1784420540372038,-0.04211676324829456,0.01571126855486548,4.2669820936858336e-07,-0.03928670444090205,-6.367479972530144e-06,0.0006625378302688857,0.01485595902811822,1.5462666477223743e-05,0.00018204671345883636,-1.4263299074497167e-06,0.004683467673553299,4.664614131917744e-07,0.048393980935146186,-0.0545181679212591
RHOBTB2,-0.21153023388294329,0.17855693729206937,-0.042210797378308226,0.012223066874544915,-2.34873768310619e-06,-0.04008429111480019,2.1648149931658037e-07,0.0038387157239160516,0.037945199973459035,-2.414186788873864e-06,4.0115591760164265e-06,1.568875735172336e-06,0.0036426035472589082,-6.687717412978789e-06,0.048464080670041945,-0.04939823230463006
ASAH1,-0.20660068566875367,0.17946443867863945,-0.04250091437573966,0.015629524487300858,4.51786508760969e-07,-0.04052672772167652,-3.794653191644824e-05,0.0034724409859615358,0.01487356059469404,2.6568718577982338e-05,3.357200936773574e-05,2.286984683561216e-07,0.0005200592097712071,7.974387892032413e-06,0.04967542236226993,-0.05409786054407593
ENTPD4,-0.21173110075943571,0.17862625865041865,-0.04184183862433691,0.01159680173689494,-5.133387694582067e-06,-0.03727031872146123,-7.08860216602089e-08,0.004405693393156017,0.040780809344424976,-1.9711757244234072e-05,-2.587847228412565e-07,6.184739115611699e-07,0.007519826402785402,3.841755677193873e-07,0.03976434651156156,-0.039463794340392384
NAT2,-0.20768119649102812,0.17918905836578647,-0.042011572192527324,0.015570069781865611,-7.903580257451912e-07,-0.03982522202951602,-0.000860762410631744,0.003070148144142721,0.015698259229130426,2.617391714340305e-06,0.00028727768772154644,2.798002367011501e-07,8.234691436459619e-05,1.4364598693218983e-05,0.04944457423120692,-0.054008259838937096
SH2D4A,-0.20825435681085974,0.1791284289598828,-0.04162092645685881,0.014600840109219776,-9.718328942864812e-07,-0.03770881952652563,-0.0004511765549479614,0.00689481790225883,0.023980075191323662,7.2177938734993774e-06,-9.876741308722276e-06,-3.7294970166514774e-06,3.824375445712417e-06,1.578721643791296e-05,0.05277289475665695,-0.056211129573184915
SLC25A37,-0.21135033290705962,0.17867590703766367,-0.041598099924358437,0.011774737500785337,-0.001327373307599882,-0.0364120183969552,-5.179307935127845e-08,0.0049728503459993455,0.042044042648268005,-3.489257425119951e-06,3.850279186274352e-06,4.1268303755269074e-08,0.006749805620567587,4.3066410178966205e-07,0.03636315816346932,-0.037707740708614795
SORBS3,-0.21048895623445069,0.17981198719271288,-0.0419457442419911,0.012201638572208502,3.2961152380172364e-06,-0.03821312958662577,-1.8954645195892557e-06,0.004992621663960398,0.03740798463371874,8.604495816738478e-08,1.06511207168482e-05,6.05265380537641e-06,0.0050121871681306955,-2.408213674916938e-07,0.05429466449041215,-0.055320068790493455
U3|ENSG00000251944.1,-0.2081711209747778,0.17919141773079195,-0.04200797463619967,0.014523177425138133,1.592301324563052e-06,-0.03912662758869056,-0.002634246585401686,0.007690733457868991,0.026952057080772415,-3.0829314983163468e-06,0.0004968215997716408,-3.186822717342029e-07,-6.913330963660282e-06,1.1165274255538106e-05,0.054841375453149564,-0.05625437166124184
R3HCC1,-0.2116288988772321,0.17909938695785893,-0.0418195026152504,0.011387985654090535,-1.8045352955531946e-05,-0.03753085104736981,-8.088150566352282e-08,0.004698145631349953,0.040650983773116024,-0.00014739653226639523,3.0094212683391334e-06,1.3550244266590552e-07,0.007115752684722217,-1.656894278721874e-07,0.04218759216057823,-0.04186398886649216
SNORA70|ENSG00000252505.1,-0.1668005473458105,0.1662856682318806,-0.02738117672394264,0.0037266287887012337,4.246236809853935e-06,0.05023893239844669,-7.529507608158354e-07,-0.0004116417141604937,0.04390756411454096,-6.210564445379665e-06,0.006160737846159205,-5.100868913971561e-06,-0.03923222471096539,-0.00013814569493458167,-0.07522624340322401,0.07082269831069452
RNA5SP262,-0.17708771885025282,0.1698131044444312,-0.030818999038118525,0.004708441060286915,-6.492789620214525e-08,0.029331666542189997,-5.564277908034204e-06,-4.0247377671161274e-05,0.05208142094984227,-1.5291663899575636e-06,0.005653390145408937,2.8026262123037386e-05,-0.02218544440797889,-2.3495428685306574e-06,-0.08423389250757088,0.08560522230793874
FGF17,-0.20954778513189395,0.17979027546402915,-0.042514921224404326,0.01379348165075847,1.1691634128661956e-06,-0.039324459479200456,-4.935370584266639e-08,0.007137443767302093,0.03260608758900429,-5.892349654397795e-07,0.0002765757647372235,2.4359664611498515e-08,0.0034224881083231404,-1.4935289045663962e-05,0.061144890399781895,-0.06316026931064904
POLR3D,-0.20971357873286045,0.1795898252704705,-0.04237393933538526,0.012561257542594254,-6.054944182552747e-07,-0.039363946498308724,-1.1577110792150918e-07,0.005920661068296758,0.0347292953752739,2.0758557476673108e-07,0.0017002279209232867,1.7550823671510902e-06,0.0006574429967041008,-3.152739840233392e-06,0.05961401506406937,-0.061610006348544605
KIAA1967,-0.21093614151691673,0.1793972182807996,-0.042373433762883564,0.012198754287931693,1.3648136002529728e-06,-0.03906110054177879,-4.3116281075261226e-07,0.00475332102036898,0.03745296654888319,-1.2257871914912903e-06,2.331829630060122e-05,5.69469468156202e-06,0.005079042642145171,-2.270737305226886e-07,0.05243977585488281,-0.05320605170217569
EGR3,-0.21139419328472622,0.1794546352464588,-0.04220083057121059,0.011740836320991039,2.1075181691261807e-07,-0.03930931431260361,-5.573172778486743e-08,0.005528759921398814,0.03783189395272824,-3.663651030890057e-06,6.705514578757223e-07,1.2944132322426235e-06,0.0036132563948880845,-5.917559493487293e-07,0.05153858077420588,-0.052044791319795954
PDLIM2,-0.210951677047005,0.17959691435372493,-0.042233609281456856,0.012044870670756058,2.5736740430174154e-06,-0.03865912974789538,-4.763236321238354e-07,0.004518697388083807,0.03694853783791822,-3.459605113169968e-07,3.854675770577323e-05,3.217194424882917e-06,0.0046138466683649584,-1.6943650122030604e-07,0.05381763828683692,-0.055354921700708895
TNFRSF10D,-0.21191645540470405,0.17850028469179624,-0.04228504073352666,0.011663780797362053,-2.372814388077517e-06,-0.03908782349450403,6.813546217433539e-09,0.002833782185774885,0.03891241446134881,-9.002253299922434e-06,3.1935048518879636e-06,1.0401252454549287e-07,0.004633329897377697,-7.658364848699893e-07,0.04449132321039251,-0.04476267792717985
MIR383,-0.2086312918853699,0.17827125284628456,-0.04503595523991196,0.015855445963021485,-1.6056631834819945e-05,-0.037113592377922534,-1.0415098278293281e-06,-0.00014722585566868444,-0.004639080400760599,2.364766096194176e-06,4.632539533690314e-05,-2.9702430565053047e-05,0.0013506543747907052,-4.262015057922804e-06,0.03231094137102307,-0.03667566915916826
MIR4469,-0.0484464443283696,0.14612177215147476,0.030040705284236878,-1.8187823204280896e-05,0.0011125922082601606,0.21878374942498616,-1.6452897093745837e-07,-0.00760332167291266,-0.015697390532608806,-3.882525949823816e-05,5.4485396801284766e-05,7.143163110269893e-07,0.19373026758953701,-0.027570464029926644,-0.001751846457982587,9.44356734854718e-05
SLC18A1,-0.20857859247157887,0.1789040119080355,-0.04151526182435386,0.014894341003099882,-9.64072048926201e-07,-0.039038935703105654,-0.00423587999029265,0.007614277484863461,0.025921321001080806,-1.265192634159498e-06,0.0005311205663488128,-2.7896160674329447e-06,1.7473400141981448e-06,1.3316597989400555e-05,0.05413519356583098,-0.05592290305596793
CEP19,0.2114800815825825,0.12599721232911434,-0.12607816129641222,-0.007220015461975831,0.003180091268414267,-0.009464660540431123,-1.7975458795469167e-06,-0.004960013567049691,0.0013807450854148061,-4.2023840813065007e-07,-0.07003756323642797,-2.567141677134782e-07,-0.000125777137815515,2.880756043444355e-07,3.2271623475255774e-05,0.000122444799615478
MFI2,0.2114800815825825,0.12599721232911434,-0.12607816129641222,-0.007220015461975831,0.003180091268414267,-0.009464660540431123,-1.7975458795469167e-06,-0.004960013567049691,0.0013807450854148061,-4.2023840813065007e-07,-0.07003756323642797,-2.567141677134782e-07,-0.000125777137815515,2.880756043444355e-07,3.2271623475255774e-05,0.000122444799615478
NCBP2,0.2114800815825825,0.12599721232911434,-0.12607816129641222,-0.007220015461975831,0.003180091268414267,-0.009464660540431123,-1.7975458795469167e-06,-0.004960013567049691,0.0013807450854148061,-4.2023840813065007e-07,-0.07003756323642797,-2.567141677134782e-07,-0.000125777137815515,2.880756043444355e-07,3.2271623475255774e-05,0.000122444799615478
PAK2,0.2114800815825825,0.12599721232911434,-0.12607816129641222,-0.007220015461975831,0.003180091268414267,-0.009464660540431123,-1.7975458795469167e-06,-0.004960013567049691,0.0013807450854148061,-4.2023840813065007e-07,-0.07003756323642797,-2.567141677134782e-07,-0.000125777137815515,2.880756043444355e-07,3.2271623475255774e-05,0.000122444799615478
PIGZ,0.2114800815825826,0.12599721232911446,-0.12607816129641222,-0.007220015461975892,0.003180091268414266,-0.009464660540431132,-1.7975458795465614e-06,-0.004960013567049728,0.0013807450854148055,-4.202384081305684e-07,-0.07003756323642787,-2.5671416771347084e-07,-0.00012577713781551818,2.8807560434463485e-07,3.227162347526046e-05,0.0001224447996155016
SENP5,0.2114800815825825,0.12599721232911434,-0.12607816129641222,-0.007220015461975831,0.003180091268414267,-0.009464660540431123,-1.7975458795469167e-06,-0.004960013567049691,0.0013807450854148061,-4.2023840813065007e-07,-0.07003756323642797,-2.567141677134782e-07,-0.000125777137815515,2.880756043444355e-07,3.2271623475255774e-05,0.000122444799615478
U4|ENSG00000272359.1,0.2114800815825825,0.12599721232911434,-0.12607816129641222,-0.007220015461975831,0.003180091268414267,-0.009464660540431123,-1.7975458795469167e-06,-0.004960013567049691,0.0013807450854148061,-4.2023840813065007e-07,-0.07003756323642797,-2.567141677134782e-07,-0.000125777137815515,2.880756043444355e-07,3.2271623475255774e-05,0.000122444799615478
FP15737,-0.21146407219437954,0.17881992452149847,-0.04179610519940646,0.011606506195286918,-0.0008233129810657632,-0.03616969339876806,-1.2166042578277928e-07,0.005032974283658853,0.0420223297408748,-6.521290535029859e-06,4.556552466571673e-06,2.839853100116985e-07,0.006790381977545852,2.8524851491609726e-07,0.03688022391133666,-0.03729808004429417
CHMP7,-0.21175694439192833,0.17917990947126586,-0.04203312936944898,0.011575159737911409,-1.3820924327296457e-05,-0.037639908253809876,-1.0295023929546002e-07,0.004621274059977011,0.040368401356419455,-0.00011396952853133231,3.378254841640109e-06,1.5549005924748937e-07,0.007156426268184642,-1.2886611180014262e-07,0.0423640396640537,-0.04341146961061035
NRROS,0.2116003784864564,0.12604503053021526,-0.1260915132209051,-0.007123634023209313,0.0030628810271743014,-0.009668084884588821,-1.1447933884280807e-06,-0.0044706552471007275,0.000348850474384755,-5.396963101010771e-07,-0.06999500578275938,-2.488483472703938e-07,-0.00019973174518854735,4.055124450518334e-07,1.1157235314077211e-05,9.730616652164185e-05
PIGX,0.2116003784864564,0.12604503053021526,-0.1260915132209051,-0.007123634023209313,0.0030628810271743014,-0.009668084884588821,-1.1447933884280807e-06,-0.0044706552471007275,0.000348850474384755,-5.396963101010771e-07,-0.06999500578275938,-2.488483472703938e-07,-0.00019973174518854735,4.055124450518334e-07,1.1157235314077211e-05,9.730616652164185e-05
PHYHIP,-0.20984927128363767,0.17994837823109466,-0.042320034984907495,0.01255881552029605,-1.2120661301307721e-06,-0.03960306721009245,-9.370350476829436e-08,0.0059571758643271735,0.03471090694019648,-2.2155841450506155e-08,0.0005107980048196104,1.5123692771413293e-06,0.00074164114751102,-1.547481431720968e-06,0.059360741654632024,-0.06113956755894219
MIR320A,-0.20977945904333428,0.17971181206239273,-0.042352864056203976,0.012435680135308132,-6.719390621023097e-07,-0.039356604505609905,-9.584951150494822e-08,0.005947294496075761,0.0347389856193263,2.1415646773124362e-07,0.001722581356744174,1.6315358227193763e-06,0.0007350815492026818,-2.716950954790489e-06,0.05973278850376395,-0.061415552916005256
TNFRSF10A,-0.21186077648427362,0.17883692658862418,-0.04196427250578804,0.011796202944795206,-1.302782718920739e-06,-0.03859754264005624,-4.299187647226814e-08,0.0026488178969157664,0.04037655725459637,-1.2834056620146632e-05,5.121702798756628e-06,2.0685280530692351e-07,0.005487164438387136,-1.013412792297578e-06,0.043469882468527204,-0.04323648071350879
XPO7,-0.2095262159919114,0.17993136433889076,-0.042931535905060304,0.013948982644078305,2.2242579346014676e-06,-0.038903286653275845,-3.186300275172291e-07,0.0057326349212227234,0.03299333794251742,1.9736692642691429e-07,0.0008865074098516155,-1.3355944770854368e-06,0.0027740046761410646,-2.640032506250335e-06,0.059954452297203406,-0.061964785663827515
SFTPC,-0.20965758634246448,0.17981688274717444,-0.04236644979507437,0.013396767221151514,-1.181204141749169e-07,-0.03938814009266962,-9.187676964079938e-08,0.006240130706177748,0.03271596171732687,4.820045614988584e-07,9.858004687504795e-05,-1.0705647649485119e-07,0.00044362107882428363,-2.9701728519684743e-05,0.06232840247683582,-0.06359450338014302
BMP1,-0.20986582031385467,0.1799111837871185,-0.04236281467834077,0.013051838386271407,-2.3693600002426442e-07,-0.03960654634956017,-7.297361419261658e-08,0.00577242860602562,0.03329001650806982,3.073176490141354e-07,0.000493485692397464,-2.9304922064786927e-07,0.0009352577292924604,-9.28761461272969e-06,0.061113930387776516,-0.06269987677003062
RNA5SP263,-0.17621333966420227,0.169756077171168,-0.03052882958716193,0.004592286514810976,6.17433813282461e-07,0.030310162212452717,-8.640691565471942e-06,-7.500131226034584e-05,0.05133774452391138,-1.3360162632934965e-06,0.0056364769329846276,4.828211488808728e-07,-0.023495384036255385,-1.5031423777384507e-06,-0.08272410128260563,0.08502119163432785
snoU13|ENSG00000238466.1,-0.20975839094385546,0.17986213204315735,-0.04248290157658558,0.013852094364052507,7.375575936471068e-07,-0.039309111211491075,-5.327730089085872e-08,0.007252988384571038,0.032597568425890004,-4.609977933231415e-07,0.00034051870972236486,1.3624608380506683e-07,0.003987321228863949,-7.3807487471970675e-06,0.06112764864560451,-0.0632589903021676
GFRA2,-0.20970542818358176,0.1800317477233065,-0.0429085869322288,0.014426922355693204,6.763308707631334e-07,-0.039235868539701985,-1.2657503865897887e-06,0.0057902922870654355,0.03142730894996457,-8.592367182690191e-07,0.0012721019263264906,6.020741757959879e-08,0.0006890709047596603,-3.2784200866688866e-07,0.058090903617026,-0.06091159477200348
NPM2,-0.20981275760605383,0.18000747986488064,-0.04247702942071966,0.013583509940972523,6.113467839032485e-07,-0.03917905899574854,-1.2472438329860628e-07,0.007264489074846892,0.03254928646058467,-4.398321505308258e-07,0.0003519895475292753,1.1311500762720655e-07,0.00404884266627971,-1.0430835052515308e-05,0.06132994562178918,-0.06262768870359986
DMTN,-0.20965122389350221,0.1799151812003566,-0.042566272130241355,0.014025495477152728,1.0033809107441176e-06,-0.03935007302426114,-1.0736632053499471e-07,0.006976606102799364,0.032423845938191406,-1.0506320303089145e-06,0.00021283108622681185,-7.950285793571446e-08,0.003586962445373421,-8.770283341665557e-06,0.06099869799522021,-0.0629480016534805
FAM160B2,-0.20957014935048962,0.1799523981899895,-0.04235722741314996,0.013629550362988664,9.43030933083037e-07,-0.03957089005696306,-9.71925718846447e-08,0.006242843312411579,0.03238775053765136,5.108789583299794e-07,0.0005601331364219435,-3.0463523358483467e-07,0.0018101669057945006,-4.11837710862445e-05,0.06255080656589926,-0.06376657673838342
LGI3,-0.20973946081407568,0.17976003499067605,-0.0421527399264609,0.013506089754269085,-3.7247891089280473e-07,-0.0396250437396641,-4.519100817025787e-08,0.006399424620834273,0.032401506934675944,8.07706185642411e-07,0.0006255583000736885,-1.0047753286682463e-07,0.0008716755239862974,-2.1977483896843e-05,0.06261587792272225,-0.06408844268912946
ZDHHC2,-0.2075412322785136,0.17847066846640564,-0.043173059529480765,0.014874055859851588,7.076123010012713e-07,-0.04079317711158452,-1.5582286040992227e-05,-1.4026682878842998e-05,0.008526648097817318,5.901117103209737e-06,0.00012644330773960245,8.035557755165409e-07,0.010222770370340447,1.2647852091905172e-06,0.040558993155826666,-0.044455341606351846
REEP4,-0.20974711685810796,0.17981432047777313,-0.04219032004750446,0.013578382186677434,-3.722024901213738e-07,-0.039624713446112465,-7.183396564604964e-08,0.006379076396445581,0.03240410819427577,8.000052509015227e-07,0.0006294399949468666,-9.824122874155485e-08,0.0009112828069917694,-1.6658905874065924e-05,0.0625114339137351,-0.06396103493253306
HR,-0.20973249502857838,0.17989309736729,-0.04219728932813835,0.01362046321981587,-3.849205292560825e-07,-0.03957777994891985,-9.853183102705401e-08,0.006371746212818568,0.03247036968221023,7.491469745680544e-07,0.0005228998221539426,-4.0621221698800917e-07,0.0008886765744262904,-1.941453676501795e-05,0.06231559149890409,-0.0637162632742329
MTMR7,-0.20759081094742196,0.1790744937592662,-0.04357209645118331,0.015051254108618652,-1.8611140463146846e-06,-0.04074640668714611,-2.5171596144524486e-06,-1.9742299649398275e-06,0.009083651248986933,2.119153731923227e-06,0.00034664634495797347,-9.356765000030559e-08,0.009644438026183113,2.6169010364064397e-06,0.04433860126492592,-0.04660733726468289
ATP6V1B2,-0.20883749832659157,0.17955317130825899,-0.04205437683703731,0.014929366815919493,6.97642374293898e-08,-0.039014030853938966,-0.003953686594749614,0.007577917962015437,0.026050724439874523,-6.655775421638469e-07,0.0006404682868180373,-2.2102998388486464e-06,1.894541546818969e-06,6.251650163104047e-06,0.054093081343594876,-0.05574881920867381
C8orf58,-0.21124705453194534,0.17953272988225086,-0.04260283291027697,0.012048009779568526,3.6106973107738336e-07,-0.03899611635792505,-3.8313100250662533e-07,0.004474705691616514,0.037189507883697535,-1.3929523719280148e-06,2.0304936077214342e-05,2.097545187165634e-06,0.005151116686185165,-3.0373941927599764e-07,0.05224760610275853,-0.05352902026167042
FGF20,-0.20818244335385627,0.17767217409567734,-0.04391931375049093,0.014783500141874985,-6.850529375897209e-07,-0.03907361203972873,-1.5100688467824364e-05,-0.00016473001712055747,0.005905854220812297,1.3041041994358944e-06,7.727452682594301e-05,-5.338539723362925e-07,0.008718008781251054,-1.1639853115414052e-06,0.0383837334468345,-0.04456679159331765
NUDT18,-0.20971273112630573,0.18001180888254958,-0.04225880048704217,0.013662422130300571,4.04040120971423e-07,-0.039556017191340706,-1.0323341656536947e-07,0.006259001179945026,0.032409255776640465,5.444104637322244e-07,0.0005872506745695112,-3.520816920463682e-07,0.0019606801556949762,-3.586851776874313e-05,0.062494801640663566,-0.06379586145594214
DMRTA1,-0.038251121560855826,-0.00410528589487528,0.00013520357878416372,9.062384314954129e-05,0.2586445458335304,-0.000513867685386945,0.0005090153766278117,4.3502612792321977e-05,1.9962858114797643e-06,-0.0008072768054988249,2.096435683308104e-05,0.17662048043419185,1.0329105582829515e-05,-0.00011237549930667362,-0.0003509196431358691,0.0003775029410255322
MICU3,-0.20792402565690138,0.1783982018509111,-0.04362900398571359,0.014685039862436857,-6.489285633650351e-07,-0.03974499949701144,-3.6226476527394385e-06,-5.8876716037501645e-06,0.007266177135285491,5.3169937676921725e-06,0.0001139102554147776,5.259642401877316e-08,0.010888323234214889,-2.5109779644845224e-07,0.03905304940135391,-0.042628383320609094
LPL,-0.2086070652659908,0.17919330506947426,-0.041234107461280436,0.015058098840420633,5.445794051051358e-07,-0.03876511349568782,-0.002982293924508149,0.007238562221222011,0.024808033042833865,-2.995171855458703e-07,0.0002502969908405343,-4.166907396008202e-06,-7.722736436424782e-07,3.090563736739645e-05,0.05523617726257953,-0.05487673493214199
LZTS1,-0.20906056386276617,0.17947984591236316,-0.04213114062696337,0.014833186568859305,6.46102310254531e-07,-0.0390212694723835,-0.0024123335369995846,0.007513276928625145,0.026401722779004076,-9.631414745769288e-07,0.0006008058634088671,-3.999696234428339e-06,6.546228408283749e-06,4.773450072224044e-06,0.05391221921059985,-0.05535920191227946
MIR548V,-0.20788881960970332,0.17921974159388587,-0.04258408380032563,0.015596273351017566,5.176239168890753e-07,-0.040034524476819745,-3.526121272817097e-05,0.0007454678046667872,0.014070633848385923,4.716832922120667e-06,0.00010028315977080721,-1.2401761812551105e-07,0.006698432249460626,-3.152480466801183e-07,0.04744169865792439,-0.0528974229083544
DOK2,-0.20984184057752386,0.1796360584113109,-0.04275549104181809,0.014329243582084875,3.0866277447008394e-06,-0.03926264737877615,-6.586997968917034e-07,0.005578450074882344,0.03222772000244881,1.9465641312611964e-07,0.001419179517435251,-4.9280926852313e-07,0.003429488518436062,-1.0485790959042611e-06,0.05985287928610816,-0.06184460183956466
RN7SL474P,-0.20833882506804322,0.1775152887797897,-0.04373825326303866,0.01548686427756967,-1.6168659250261986e-06,-0.038383515333384806,-2.4037687431009123e-05,-0.00012879099097444873,0.004702218551203281,4.6876798617644864e-07,0.0005956513628954066,-5.513221955908715e-07,0.0066605466540869355,-9.422837807982866e-07,0.036988966473483514,-0.04519954574319054
SNORA67|ENSG00000207027.1,-0.21107900062951343,0.17901313886949893,-0.04164037618642708,0.011320499007690837,-0.0007912971456476932,-0.03380799353532806,-9.904016930578173e-09,0.00625601529792708,0.04403402032300493,-2.8319916131588108e-06,3.349605898979651e-07,8.449857933892113e-08,0.007871148988506165,-1.4318852979682679e-08,0.032838764086403675,-0.03032732605117759
STC1,-0.21090716192229336,0.17928832266378583,-0.04163733830986094,0.011450139122607223,-0.0015560276947936486,-0.033625631771572705,9.970626420282163e-08,0.006063912212424163,0.04387817167503313,-3.054184492501436e-06,-6.075670366674457e-07,5.411228730330336e-08,0.00805640998453924,3.7115422447461777e-07,0.031030908753249514,-0.028033893540316802
TCTEX1D2,0.21230204793766372,0.12667288339651742,-0.12718096462433018,-0.005630075262198758,0.0036014141600685177,-0.01111226375110289,4.170494987501333e-08,-0.003808158064729442,6.076103893761267e-06,-7.296597563646055e-07,-0.06811025179302731,1.2481620490850684e-07,4.318454729542019e-06,-8.720794071326797e-07,-6.105211354531605e-06,-2.777706899935818e-05
PCYT1A,0.21274502613789478,0.1266970427860783,-0.12710010880551995,-0.006103472488533014,0.004155184472312968,-0.011497306413001979,-1.3309453741752798e-07,-0.003724594976686691,7.51232518587042e-06,1.9281825945792124e-07,-0.067550134491063,-4.383985400478853e-06,3.623873447165252e-06,-2.8174929795454015e-07,-4.111022464291623e-06,-2.8056207484759737e-05
INTS10,-0.2085628185829266,0.17918883999896196,-0.041882479758839186,0.014819433694674727,3.8657597276992905e-06,-0.03890633264707295,-0.004646984071274874,0.007557720393976497,0.02544177696799692,-5.519293771283704e-07,2.4577064943840408e-05,-1.1692365979638272e-06,2.0852333680091044e-07,4.8494487915915055e-05,0.0550675126021037,-0.055327341344723606
ACAP2,0.21380948792412252,0.127536662232945,-0.12660834747653502,-0.007309024090384525,0.005081910536945129,-0.011955217291275867,1.7060191280688012e-07,-0.0018219528185484729,-2.3014106281389716e-07,-9.703696462787036e-08,-0.0650392950702095,-9.353825100573145e-07,9.759580874932044e-07,1.0731483287436599e-07,2.851032531273258e-05,-4.43202122511574e-06
SLC51A,0.21278783926207462,0.12665968295285215,-0.1270773795808081,-0.005992682876454173,0.004114691761207546,-0.011347861831850837,-8.38599874526412e-08,-0.003725247856360642,1.547780861286432e-05,5.541133370576483e-07,-0.0676046571806512,-4.834197572718089e-06,8.470811406279838e-07,-1.7289696178419444e-07,-2.4182191927187453e-06,-2.8945045910550387e-05
ZDHHC19,0.2130387348496521,0.12636849056121002,-0.12683228270704439,-0.0065935030996660485,0.0037245663660675017,-0.011291088716884985,-1.1876755282540637e-08,-0.003167454693750353,2.8896071674600455e-05,4.241034150482266e-07,-0.06756943746766007,-1.5005449952227243e-06,2.906315660188861e-06,-1.2767378424898665e-06,-2.8237105919264687e-06,-9.991641519445762e-06
MIR4797,0.2092983165239242,0.12513243127642545,-0.12643578451704834,-0.008227731752881667,7.232286458007088e-05,-0.00938427692590078,-2.253846853523323e-05,-0.005367273135311265,0.0010441797197807705,-2.2944037038238968e-07,-0.06645272241774444,-2.1476761882964087e-07,-0.00028415757120998697,1.3764131573893994e-05,0.003965985660797878,3.582804170650002e-05
ADAM28,-0.21075980367046684,0.1784750312138629,-0.041245311850478174,0.012089540161846697,2.800843846261088e-07,-0.03159594616634683,3.728963218126531e-08,0.00502122277507624,0.046809352214252135,-6.346217336832211e-06,-4.141157731940395e-06,3.36218201617751e-10,0.003680607397288595,1.8497086606574216e-07,0.0245363533902949,-0.01971260507626031
snoU13|ENSG00000238491.1,0.209360990331935,0.12525330057056547,-0.12623842555750744,-0.008689528494534025,0.0002427033934702558,-0.009118015530108685,-2.3186844333164716e-05,-0.005428037124970016,0.0017053995875214393,-5.222921244125353e-07,-0.06579219328139654,-3.3691890111909014e-07,-0.00028635954047346695,6.805697760601146e-06,0.002218097263237163,3.692406073042901e-05
BNIP3L,-0.20801139630828552,0.17753284008113532,-0.04103765591121803,0.010312961593553169,-1.372803832216641e-05,-0.026355539969693965,-1.852921511529741e-08,0.004002681745376516,0.05377344410794741,6.611573410927278e-08,-3.574881324836821e-05,-3.802049874903638e-06,1.5924743388815202e-05,-7.31963653389108e-08,-0.011921721929551628,0.01900640125599138
ADAM7,-0.21086277670137005,0.17831664468673863,-0.04186758471323284,0.012184483746828892,-2.510550179252471e-08,-0.03225454897845798,-8.166359359636463e-08,0.004958592199994631,0.04648693509287062,-4.513394484481701e-06,-9.137516813416592e-06,8.044120068717851e-07,0.004361085309464121,1.943044911380845e-07,0.024238911050540258,-0.01884745045268987
