gene,abs_weight,raw_weight,direction,modality,factor,factor_avg_shap,gene_shap_contrib
HKDC1,0.0603088421675941,-0.0603088421675941,down,expression,Factor6,0.2193709009714754,0.013230005042851626
CYP3A5,0.0597551133627343,-0.0597551133627343,down,expression,Factor6,0.2193709009714754,0.013108533056035673
SCG2,0.0594740244757118,-0.0594740244757118,down,expression,Factor6,0.2193709009714754,0.013046870333636476
APC2,0.059079215391301,-0.059079215391301,down,expression,Factor6,0.2193709009714754,0.012960260709077558
TTYH1,0.0578808633329227,-0.0578808633329227,down,expression,Factor6,0.2193709009714754,0.012697377138350088
NPTX1,0.0574503758227333,-0.0574503758227333,down,expression,Factor6,0.2193709009714754,0.012602940705382872
SPINK1,0.0573224784449497,-0.0573224784449497,down,expression,Factor6,0.2193709009714754,0.012574883742386593
USH1C,0.0569666712677178,-0.0569666712677178,down,expression,Factor6,0.2193709009714754,0.012496830001345115
TP53,0.1105444666363095,-0.1105444666363095,down,expression,Factor6,0.2193709009714754,0.024250239243418417
TTN,0.0518216510249398,-0.0518216510249398,down,expression,Factor6,0.2193709009714754,0.011368162275170426
IDH1,0.0293402990151025,-0.0293402990151025,down,expression,Factor6,0.2193709009714754,0.006436407829715528
CSMD3,0.0250869542156785,-0.0250869542156785,down,expression,Factor6,0.2193709009714754,0.005503347748923546
RYR2,0.017492858517335,-0.017492858517335,down,expression,Factor6,0.2193709009714754,0.0038374241335143266
KRAS,0.0054842075681219,-0.0054842075681219,down,expression,Factor6,0.2193709009714754,0.0012030755553334852
FLG,0.0042085275864249,-0.0042085275864249,down,expression,Factor6,0.2193709009714754,0.0009232284883973392
BRAF,0.0024738765602432,0.0024738765602432,up,expression,Factor6,0.2193709009714754,0.0005426965299127653
ZFHX4,0.0021591204219792,-0.0021591204219792,down,expression,Factor6,0.2193709009714754,0.0004736481922754893
EGFR,0.0004301389342354,-0.0004301389342354,down,expression,Factor6,0.2193709009714754,9.435996554612992e-05
LRP1B,0.0003926539487926,-0.0003926539487926,down,expression,Factor6,0.2193709009714754,8.613685051664023e-05
FAT3,0.0001384900142561,-0.0001384900142561,down,expression,Factor6,0.2193709009714754,3.038067920291313e-05
