,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13,Factor14,Factor15,Factor16,Factor17,Factor18
FOXA1,0.18207366099557318,0.013800859816407884,0.11094272607227118,0.03341387250103602,-0.1835454811385201,0.15060124517559828,-6.121819850437312e-05,0.038493522010869474,0.045742183121006114,0.08914229974741873,-0.013985530611652426,0.04034258103350101,-0.0432179544191053,-0.015951411896441104,0.0790426585803132,-0.03800454535736906,-0.013115930943993062,-0.01034161044903431
PKP1,0.2052304457509466,-0.17536477732964473,-0.10336976854253832,0.013537439373313176,-0.06057984611783595,0.029880465645365815,-0.012889894361546306,0.10536021165043402,-0.07107568002611934,-0.054349765414702676,4.3208526757398256e-05,-0.03012847976890962,-0.020222363472936006,-0.06008597243864198,0.0466057804221643,-0.00028030783698065355,-0.00014280323128877147,0.08265718190464574
LY6D,0.17028494435346056,-0.1570362915848292,-0.1775270117073182,0.0869193621067224,-0.013705664492822858,-5.6270095533611344e-05,0.01967997106963546,0.033722788395763814,-0.0033585350534830667,0.015008930343962525,0.04048634632610625,0.0017617339050722467,-0.006717952581753327,0.1107874816837557,-0.014505837350615912,0.0012859177307090893,0.0026521084780964017,-0.018236830499507545
AKR1B10,0.15042179548845433,0.024321112624812975,-0.16916796074332985,0.1861107182401045,-0.015189072137779758,0.023630339245606702,0.026680923603010224,-0.000847182049467128,-0.00046244428661929097,0.00017032761980922018,0.023654961944090794,-0.0004997340597869311,-0.001625040080992535,-0.024801703394006464,0.03427038669023929,0.05924021134483731,-0.010793039215913021,-0.01489105020127999
SFN,0.30096658330674014,-0.0686979387840895,-0.06847077525300822,0.05289557460071062,-0.07158584249221293,5.1154693834948705e-06,0.04102385975535163,0.052770742209015335,4.739505523298925e-05,0.02384834608208793,-0.035938828956152406,-0.0004909215091071047,0.05380995229541846,-0.000888734514694642,-0.0542642498855735,-0.07114525375235607,0.01675956870722524,0.08332194787957685
KLK3,-0.01068180250381277,-0.013793254193071624,0.08483974950975956,-0.08028861748204327,-0.17864626969556988,0.09287223590855928,-0.0430619537331289,0.144493637972397,-0.24734858213216623,-1.6755654050912644e-05,-0.039347018134954705,-0.03740243389376417,-0.026625125485611353,0.013967731543252508,-0.0754359402286759,-0.02695668549510929,-0.031953285242740236,-0.01598308356568741
CLCA2,0.15670360007105066,-0.16249982073560856,-0.19345622043773641,0.052994248460722634,-0.014958875257201363,0.05390524713891178,-0.004383213237062767,0.06076016556237036,0.01925341683158688,-0.032179991472107164,0.003977057256235231,0.00024019109093647225,-0.07200093848951564,-0.02219327785900278,0.04974965802923274,0.01994922783244757,0.000933730293230469,-2.4858241633977592e-05
CDHR5,0.010875890775157975,0.25956680778786456,-0.02309961987520694,0.16419218893734858,-0.01268613188432794,-0.08351286071732408,-0.03857899545260122,0.013860622592154996,0.00141212575598345,-0.06655382614971134,-0.019861681470525267,-0.011454124895400509,-0.026296890404923428,0.0004982747410171391,0.0321615535931591,-0.008448731984323703,-0.002015756645885436,0.03070089557449657
ENSG00000234648,-0.038015958821750746,-0.05150597643394148,3.237977135081999e-05,-7.932148865878482e-05,0.00685255534956437,0.029517180669301868,0.03838599030705877,0.07234122109987304,-0.07815714079524032,-0.06068740743462719,-0.01572484213288038,-0.0001318315110703088,-0.015548322107060548,-0.0835965686505028,0.034050532629208284,-0.03783163250486806,-0.11919595744765273,-0.03343717887973171
TACSTD2,0.2859548998893335,-0.0687289801648952,0.02425035390714392,-0.07407064170111118,-0.0566310482029439,-0.01032407184605447,0.07284209186128819,0.12400600819762507,0.036596584036732924,-0.002292719323411855,0.022567307593115114,0.03052478584130139,0.01560037623883914,0.07175252290431641,-0.027408438593265288,-0.036756153740219066,0.0001386474985269457,-0.00016206774475120234
